bar_code,Family,Genus,species,X,Y,value,variable_id
P523571,Lecythidaceae,Eschweilera,parviflora,99.5,8.5,239.35301340087204,2
P523571,Lecythidaceae,Eschweilera,parviflora,99.5,8.5,2.2514649201118115,3
P523571,Lecythidaceae,Eschweilera,parviflora,99.5,8.5,74.3699628802422,9
P523571,Lecythidaceae,Eschweilera,parviflora,99.5,8.5,50.48398112960202,10
P523571,Lecythidaceae,Eschweilera,parviflora,99.5,8.5,8.901195598435484,11
P291052,Lecythidaceae,Eschweilera,parviflora,40,54,18.438507096885488,1
P291052,Lecythidaceae,Eschweilera,parviflora,40,54,170.2755565146617,2
P291052,Lecythidaceae,Eschweilera,parviflora,40,54,1.3799540199082214,3
P291052,Lecythidaceae,Eschweilera,parviflora,40,54,68.00465859200044,9
P291052,Lecythidaceae,Eschweilera,parviflora,40,54,42.68911921262979,10
P291052,Lecythidaceae,Eschweilera,parviflora,40,54,13.29986934452598,11
P331172,Lecythidaceae,Eschweilera,parviflora,34,87,10.596101969390807,1
P331172,Lecythidaceae,Eschweilera,parviflora,34,87,169.7238967194187,2
P331172,Lecythidaceae,Eschweilera,parviflora,34,87,1.4168854435290499,3
P331172,Lecythidaceae,Eschweilera,parviflora,34,87,51.236056989017555,9
P331172,Lecythidaceae,Eschweilera,parviflora,34,87,52.494164169183456,10
P331172,Lecythidaceae,Eschweilera,parviflora,34,87,11.595583620906705,11
P937655,Lecythidaceae,Eschweilera,parviflora,76,62,14.974929603142844,1
P937655,Lecythidaceae,Eschweilera,parviflora,76,62,202.1106221148309,2
P937655,Lecythidaceae,Eschweilera,parviflora,76,62,1.5797270490486173,3
P937655,Lecythidaceae,Eschweilera,parviflora,76,62,65.75836560145996,9
P937655,Lecythidaceae,Eschweilera,parviflora,76,62,71.14395627180106,10
P937655,Lecythidaceae,Eschweilera,parviflora,76,62,10.024285639444447,11
P728521,Lecythidaceae,Eschweilera,parviflora,56,96,11.785674983429175,1
P728521,Lecythidaceae,Eschweilera,parviflora,56,96,206.65702511566138,2
P728521,Lecythidaceae,Eschweilera,parviflora,56,96,1.657178756694272,3
P728521,Lecythidaceae,Eschweilera,parviflora,56,96,63.396725338957545,9
P728521,Lecythidaceae,Eschweilera,parviflora,56,96,45.27778012828625,10
P728521,Lecythidaceae,Eschweilera,parviflora,56,96,9.521641026585867,11
P605445,Lecythidaceae,Eschweilera,parviflora,68.5,1,15.071029132617854,1
P605445,Lecythidaceae,Eschweilera,parviflora,68.5,1,171.30920445667888,2
P605445,Lecythidaceae,Eschweilera,parviflora,68.5,1,1.2923284568520501,3
P605445,Lecythidaceae,Eschweilera,parviflora,68.5,1,59.552624416469214,9
P605445,Lecythidaceae,Eschweilera,parviflora,68.5,1,50.942444589642534,10
P605445,Lecythidaceae,Eschweilera,parviflora,68.5,1,12.006269199752964,11
P958477,Lecythidaceae,Eschweilera,parviflora,77,53,17.086357781692328,1
P958477,Lecythidaceae,Eschweilera,parviflora,77,53,213.82068332025827,2
P958477,Lecythidaceae,Eschweilera,parviflora,77,53,1.716402937372921,3
P958477,Lecythidaceae,Eschweilera,parviflora,77,53,42.58762137841031,9
P958477,Lecythidaceae,Eschweilera,parviflora,77,53,73.36973918100831,10
P958477,Lecythidaceae,Eschweilera,parviflora,77,53,10.402037878648349,11
P824370,Lecythidaceae,Eschweilera,parviflora,91,55,24.68144691318303,1
P824370,Lecythidaceae,Eschweilera,parviflora,91,55,219.65361544916297,2
P824370,Lecythidaceae,Eschweilera,parviflora,91,55,2.0115678624366224,3
P824370,Lecythidaceae,Eschweilera,parviflora,91,55,69.11458907257055,9
P824370,Lecythidaceae,Eschweilera,parviflora,91,55,77.22315168088551,10
P824370,Lecythidaceae,Eschweilera,parviflora,91,55,10.628448148899658,11
P779756,Lecythidaceae,Eschweilera,parviflora,97,69,15.796844637209261,1
P779756,Lecythidaceae,Eschweilera,parviflora,97,69,211.29514345112844,2
P779756,Lecythidaceae,Eschweilera,parviflora,97,69,1.8912413402875468,3
P779756,Lecythidaceae,Eschweilera,parviflora,97,69,60.56472048065364,9
P779756,Lecythidaceae,Eschweilera,parviflora,97,69,50.14341639449928,10
P779756,Lecythidaceae,Eschweilera,parviflora,97,69,8.15238125546904,11
P817041,Lecythidaceae,Eschweilera,parviflora,92,41.5,11.998849493915959,1
P817041,Lecythidaceae,Eschweilera,parviflora,92,41.5,222.95448732493483,2
P817041,Lecythidaceae,Eschweilera,parviflora,92,41.5,2.590026555904988,3
P817041,Lecythidaceae,Eschweilera,parviflora,92,41.5,55.69528624656468,9
P817041,Lecythidaceae,Eschweilera,parviflora,92,41.5,57.492788478324115,10
P817041,Lecythidaceae,Eschweilera,parviflora,92,41.5,9.539786119079679,11
P534725,Lecythidaceae,Eschweilera,parviflora,89,47,14.789493065556192,1
P534725,Lecythidaceae,Eschweilera,parviflora,89,47,217.48797936797493,2
P534725,Lecythidaceae,Eschweilera,parviflora,89,47,1.8441683224759906,3
P534725,Lecythidaceae,Eschweilera,parviflora,89,47,65.8209232220215,9
P534725,Lecythidaceae,Eschweilera,parviflora,89,47,51.012260199631086,10
P534725,Lecythidaceae,Eschweilera,parviflora,89,47,9.685611044609887,11
P354730,Lecythidaceae,Eschweilera,parviflora,47,85,21.63880949598508,1
P354730,Lecythidaceae,Eschweilera,parviflora,47,85,241.26737851525118,2
P354730,Lecythidaceae,Eschweilera,parviflora,47,85,2.329800053230346,3
P354730,Lecythidaceae,Eschweilera,parviflora,47,85,49.52895438431258,9
P354730,Lecythidaceae,Eschweilera,parviflora,47,85,61.85178397965224,10
P354730,Lecythidaceae,Eschweilera,parviflora,47,85,8.18296743220787,11
P631804,Lecythidaceae,Eschweilera,parviflora,11,28,16.057579015686162,1
P631804,Lecythidaceae,Eschweilera,parviflora,11,28,175.6776023659115,2
P631804,Lecythidaceae,Eschweilera,parviflora,11,28,1.2570547962241079,3
P631804,Lecythidaceae,Eschweilera,parviflora,11,28,58.241297485066234,9
P631804,Lecythidaceae,Eschweilera,parviflora,11,28,46.871844585854,10
P631804,Lecythidaceae,Eschweilera,parviflora,11,28,12.51765039088971,11
P843851,Lecythidaceae,Eschweilera,parviflora,94,19,16.456467964268505,1
P843851,Lecythidaceae,Eschweilera,parviflora,94,19,220.87653966003043,2
P843851,Lecythidaceae,Eschweilera,parviflora,94,19,1.881123676462337,3
P843851,Lecythidaceae,Eschweilera,parviflora,94,19,59.70442452957474,9
P843851,Lecythidaceae,Eschweilera,parviflora,94,19,58.81291441616984,10
P843851,Lecythidaceae,Eschweilera,parviflora,94,19,11.517778791669699,11
P479196,Lecythidaceae,Eschweilera,parviflora,48,28,12.62022485715542,1
P479196,Lecythidaceae,Eschweilera,parviflora,48,28,189.9207243027486,2
P479196,Lecythidaceae,Eschweilera,parviflora,48,28,1.7656509874980586,3
P479196,Lecythidaceae,Eschweilera,parviflora,48,28,67.62336233977526,9
P479196,Lecythidaceae,Eschweilera,parviflora,48,28,60.985260925459876,10
P479196,Lecythidaceae,Eschweilera,parviflora,48,28,11.273077503276983,11
P375337,Lecythidaceae,Eschweilera,parviflora,24,81.5,14.802555373408175,1
P375337,Lecythidaceae,Eschweilera,parviflora,24,81.5,170.13803429359646,2
P375337,Lecythidaceae,Eschweilera,parviflora,24,81.5,1.3330242819443952,3
P375337,Lecythidaceae,Eschweilera,parviflora,24,81.5,65.0233553189224,9
P375337,Lecythidaceae,Eschweilera,parviflora,24,81.5,53.112970968357956,10
P375337,Lecythidaceae,Eschweilera,parviflora,24,81.5,12.760602601913808,11
P261268,Lecythidaceae,Eschweilera,parviflora,83,44,15.506328046168052,1
P261268,Lecythidaceae,Eschweilera,parviflora,83,44,222.75452494963474,2
P261268,Lecythidaceae,Eschweilera,parviflora,83,44,2.1013603516813473,3
P261268,Lecythidaceae,Eschweilera,parviflora,83,44,45.241533528818636,9
P261268,Lecythidaceae,Eschweilera,parviflora,83,44,55.47357799107767,10
P261268,Lecythidaceae,Eschweilera,parviflora,83,44,8.812244238937877,11
P180583,Lecythidaceae,Eschweilera,parviflora,60,14,17.249352571468112,1
P180583,Lecythidaceae,Eschweilera,parviflora,60,14,202.80919081616327,2
P180583,Lecythidaceae,Eschweilera,parviflora,60,14,1.7355190795465565,3
P180583,Lecythidaceae,Eschweilera,parviflora,60,14,66.98401129275157,9
P180583,Lecythidaceae,Eschweilera,parviflora,60,14,52.76217555888655,10
P180583,Lecythidaceae,Eschweilera,parviflora,60,14,10.288694184134249,11
P651276,Lecythidaceae,Eschweilera,parviflora,46,71,12.540562540236285,1
P651276,Lecythidaceae,Eschweilera,parviflora,46,71,167.0653228832845,2
P651276,Lecythidaceae,Eschweilera,parviflora,46,71,1.5871516779082204,3
P651276,Lecythidaceae,Eschweilera,parviflora,46,71,58.06411081816483,9
P651276,Lecythidaceae,Eschweilera,parviflora,46,71,72.39529984955094,10
P651276,Lecythidaceae,Eschweilera,parviflora,46,71,9.592082314434466,11
P171163,Lecythidaceae,Eschweilera,parviflora,8,26,17.55114941427248,1
P171163,Lecythidaceae,Eschweilera,parviflora,8,26,213.25487949643363,2
P171163,Lecythidaceae,Eschweilera,parviflora,8,26,2.0454627279702793,3
P171163,Lecythidaceae,Eschweilera,parviflora,8,26,61.21737446788163,9
P171163,Lecythidaceae,Eschweilera,parviflora,8,26,48.1350992352336,10
P171163,Lecythidaceae,Eschweilera,parviflora,8,26,8.964649650122029,11
P206876,Lecythidaceae,Eschweilera,parviflora,58,72,21.222967021079967,1
P206876,Lecythidaceae,Eschweilera,parviflora,58,72,185.11295020948225,2
P206876,Lecythidaceae,Eschweilera,parviflora,58,72,1.580935257623608,3
P206876,Lecythidaceae,Eschweilera,parviflora,58,72,51.195983114042534,9
P206876,Lecythidaceae,Eschweilera,parviflora,58,72,68.55316986959572,10
P206876,Lecythidaceae,Eschweilera,parviflora,58,72,12.107229121594706,11
P433213,Lecythidaceae,Eschweilera,parviflora,82,61,22.693611135427243,1
P433213,Lecythidaceae,Eschweilera,parviflora,82,61,249.3239312319794,2
P433213,Lecythidaceae,Eschweilera,parviflora,82,61,2.564312050811338,3
P433213,Lecythidaceae,Eschweilera,parviflora,82,61,48.5220439204851,9
P433213,Lecythidaceae,Eschweilera,parviflora,82,61,63.023896555995194,10
P433213,Lecythidaceae,Eschweilera,parviflora,82,61,8.09015676021556,11
P354180,Lecythidaceae,Eschweilera,parviflora,92,84.5,9.503495576103628,1
P354180,Lecythidaceae,Eschweilera,parviflora,92,84.5,182.09651141057543,2
P354180,Lecythidaceae,Eschweilera,parviflora,92,84.5,1.5137215070972125,3
P354180,Lecythidaceae,Eschweilera,parviflora,92,84.5,48.85417150736196,9
P354180,Lecythidaceae,Eschweilera,parviflora,92,84.5,51.037753205990654,10
P354180,Lecythidaceae,Eschweilera,parviflora,92,84.5,9.789779587231779,11
P995750,Lecythidaceae,Eschweilera,parviflora,80,41,22.27757066492064,1
P995750,Lecythidaceae,Eschweilera,parviflora,80,41,181.60384579897914,2
P995750,Lecythidaceae,Eschweilera,parviflora,80,41,1.5594947576326592,3
P995750,Lecythidaceae,Eschweilera,parviflora,80,41,46.899353413660535,9
P995750,Lecythidaceae,Eschweilera,parviflora,80,41,55.63872438065805,10
P995750,Lecythidaceae,Eschweilera,parviflora,80,41,11.201464038244096,11
P358752,Lecythidaceae,Eschweilera,parviflora,65,34,17.05701384883061,1
P358752,Lecythidaceae,Eschweilera,parviflora,65,34,204.0047923835662,2
P358752,Lecythidaceae,Eschweilera,parviflora,65,34,1.8189597943803553,3
P358752,Lecythidaceae,Eschweilera,parviflora,65,34,52.57409541751213,9
P358752,Lecythidaceae,Eschweilera,parviflora,65,34,81.86282710884737,10
P358752,Lecythidaceae,Eschweilera,parviflora,65,34,11.239695606837202,11
P976490,Lecythidaceae,Eschweilera,parviflora,32,92,20.414214523225535,1
P976490,Lecythidaceae,Eschweilera,parviflora,32,92,222.2691067217535,2
P976490,Lecythidaceae,Eschweilera,parviflora,32,92,1.9334699556153963,3
P976490,Lecythidaceae,Eschweilera,parviflora,32,92,71.26047220971515,9
P976490,Lecythidaceae,Eschweilera,parviflora,32,92,56.926206381545036,10
P976490,Lecythidaceae,Eschweilera,parviflora,32,92,10.799409436918461,11
P291719,Lecythidaceae,Eschweilera,parviflora,32,70,13.073428039874258,1
P291719,Lecythidaceae,Eschweilera,parviflora,32,70,179.5735052540469,2
P291719,Lecythidaceae,Eschweilera,parviflora,32,70,1.5012903297936462,3
P291719,Lecythidaceae,Eschweilera,parviflora,32,70,48.84357482199756,9
P291719,Lecythidaceae,Eschweilera,parviflora,32,70,57.251863917341595,10
P291719,Lecythidaceae,Eschweilera,parviflora,32,70,10.437465004745503,11
P494892,Lecythidaceae,Eschweilera,parviflora,26,79,23.557165427864874,1
P494892,Lecythidaceae,Eschweilera,parviflora,26,79,236.6964654426037,2
P494892,Lecythidaceae,Eschweilera,parviflora,26,79,2.000232013728008,3
P494892,Lecythidaceae,Eschweilera,parviflora,26,79,54.81283725638473,9
P494892,Lecythidaceae,Eschweilera,parviflora,26,79,74.99302647785262,10
P494892,Lecythidaceae,Eschweilera,parviflora,26,79,11.717133298004567,11
P596978,Lecythidaceae,Eschweilera,parviflora,77,26,12.298603300070623,1
P596978,Lecythidaceae,Eschweilera,parviflora,77,26,167.62519442195784,2
P596978,Lecythidaceae,Eschweilera,parviflora,77,26,1.2989224301034819,3
P596978,Lecythidaceae,Eschweilera,parviflora,77,26,49.30534294559582,9
P596978,Lecythidaceae,Eschweilera,parviflora,77,26,51.68419893670527,10
P596978,Lecythidaceae,Eschweilera,parviflora,77,26,11.329302607784012,11
P582008,Lecythidaceae,Eschweilera,parviflora,2,69,21.625267986726385,1
P582008,Lecythidaceae,Eschweilera,parviflora,2,69,232.71770640358162,2
P582008,Lecythidaceae,Eschweilera,parviflora,2,69,2.519501861059781,3
P582008,Lecythidaceae,Eschweilera,parviflora,2,69,50.74421231085079,9
P582008,Lecythidaceae,Eschweilera,parviflora,2,69,60.364636925440706,10
P582008,Lecythidaceae,Eschweilera,parviflora,2,69,9.267145472732938,11
P924793,Lecythidaceae,Eschweilera,parviflora,24,87,13.624840271462093,1
P924793,Lecythidaceae,Eschweilera,parviflora,24,87,197.7346860582894,2
P924793,Lecythidaceae,Eschweilera,parviflora,24,87,2.013221714849525,3
P924793,Lecythidaceae,Eschweilera,parviflora,24,87,54.51563867815417,9
P924793,Lecythidaceae,Eschweilera,parviflora,24,87,82.43937616676085,10
P924793,Lecythidaceae,Eschweilera,parviflora,24,87,12.10532079080813,11
P748972,Lecythidaceae,Eschweilera,parviflora,2,41,11.038204787291548,1
P748972,Lecythidaceae,Eschweilera,parviflora,2,41,182.8807122126764,2
P748972,Lecythidaceae,Eschweilera,parviflora,2,41,1.4177466782875965,3
P748972,Lecythidaceae,Eschweilera,parviflora,2,41,50.95099824517986,9
P748972,Lecythidaceae,Eschweilera,parviflora,2,41,67.2148796158284,10
P748972,Lecythidaceae,Eschweilera,parviflora,2,41,12.63283034492598,11
P467808,Lecythidaceae,Eschweilera,parviflora,19,26,9.772313505998248,1
P467808,Lecythidaceae,Eschweilera,parviflora,19,26,161.32469695403526,2
P467808,Lecythidaceae,Eschweilera,parviflora,19,26,1.5733837183763861,3
P467808,Lecythidaceae,Eschweilera,parviflora,19,26,67.07421086093547,9
P467808,Lecythidaceae,Eschweilera,parviflora,19,26,63.732705032369104,10
P467808,Lecythidaceae,Eschweilera,parviflora,19,26,12.801235575732209,11
P503179,Lecythidaceae,Eschweilera,parviflora,79,52,17.005096485799807,1
P503179,Lecythidaceae,Eschweilera,parviflora,79,52,182.6861947017855,2
P503179,Lecythidaceae,Eschweilera,parviflora,79,52,1.7697268379822986,3
P503179,Lecythidaceae,Eschweilera,parviflora,79,52,43.36128593552925,9
P503179,Lecythidaceae,Eschweilera,parviflora,79,52,52.34179866265906,10
P503179,Lecythidaceae,Eschweilera,parviflora,79,52,11.86730815391797,11
P977634,Lecythidaceae,Eschweilera,parviflora,56,40,15.655955344625479,1
P977634,Lecythidaceae,Eschweilera,parviflora,56,40,167.0515116493873,2
P977634,Lecythidaceae,Eschweilera,parviflora,56,40,1.6619531587852068,3
P977634,Lecythidaceae,Eschweilera,parviflora,56,40,52.30699520173419,9
P977634,Lecythidaceae,Eschweilera,parviflora,56,40,69.88303099729656,10
P977634,Lecythidaceae,Eschweilera,parviflora,56,40,12.670199158064683,11
P125345,Lecythidaceae,Eschweilera,parviflora,98.5,72.5,13.463978054849795,1
P125345,Lecythidaceae,Eschweilera,parviflora,98.5,72.5,234.8372113708309,2
P125345,Lecythidaceae,Eschweilera,parviflora,98.5,72.5,2.034427357809113,3
P125345,Lecythidaceae,Eschweilera,parviflora,98.5,72.5,58.51482277769466,9
P125345,Lecythidaceae,Eschweilera,parviflora,98.5,72.5,71.01051182645355,10
P125345,Lecythidaceae,Eschweilera,parviflora,98.5,72.5,8.303611849136017,11
P752695,Lecythidaceae,Eschweilera,parviflora,87,53,13.899221500147888,1
P752695,Lecythidaceae,Eschweilera,parviflora,87,53,201.4522284321198,2
P752695,Lecythidaceae,Eschweilera,parviflora,87,53,1.6948661264691052,3
P752695,Lecythidaceae,Eschweilera,parviflora,87,53,78.8382375819409,9
P752695,Lecythidaceae,Eschweilera,parviflora,87,53,62.56475203269484,10
P752695,Lecythidaceae,Eschweilera,parviflora,87,53,10.988679555640374,11
P295384,Lecythidaceae,Eschweilera,parviflora,13,15,20.268467623776086,1
P295384,Lecythidaceae,Eschweilera,parviflora,13,15,186.69128603459217,2
P295384,Lecythidaceae,Eschweilera,parviflora,13,15,1.552472547746194,3
P295384,Lecythidaceae,Eschweilera,parviflora,13,15,51.80040942767512,9
P295384,Lecythidaceae,Eschweilera,parviflora,13,15,62.821200080742194,10
P295384,Lecythidaceae,Eschweilera,parviflora,13,15,11.467058127766972,11
P305224,Lecythidaceae,Eschweilera,parviflora,72.5,42,13.141679796046317,1
P305224,Lecythidaceae,Eschweilera,parviflora,72.5,42,186.54135426401368,2
P305224,Lecythidaceae,Eschweilera,parviflora,72.5,42,1.6840045307688338,3
P305224,Lecythidaceae,Eschweilera,parviflora,72.5,42,48.76124732412628,9
P305224,Lecythidaceae,Eschweilera,parviflora,72.5,42,63.259312829354606,10
P305224,Lecythidaceae,Eschweilera,parviflora,72.5,42,11.560053428696753,11
P363026,Lecythidaceae,Eschweilera,parviflora,81,11,22.212464563300056,1
P363026,Lecythidaceae,Eschweilera,parviflora,81,11,214.6043434366336,2
P363026,Lecythidaceae,Eschweilera,parviflora,81,11,1.746416821697615,3
P363026,Lecythidaceae,Eschweilera,parviflora,81,11,57.48716129445025,9
P363026,Lecythidaceae,Eschweilera,parviflora,81,11,62.187309131780765,10
P363026,Lecythidaceae,Eschweilera,parviflora,81,11,8.684087058926556,11
P707834,Lecythidaceae,Eschweilera,parviflora,97,50,14.152778102640024,1
P707834,Lecythidaceae,Eschweilera,parviflora,97,50,206.15681340860286,2
P707834,Lecythidaceae,Eschweilera,parviflora,97,50,1.905753490293049,3
P707834,Lecythidaceae,Eschweilera,parviflora,97,50,68.63129534516247,9
P707834,Lecythidaceae,Eschweilera,parviflora,97,50,60.5143358970952,10
P707834,Lecythidaceae,Eschweilera,parviflora,97,50,10.764415856566945,11
P160762,Lecythidaceae,Eschweilera,parviflora,57,46,12.989433580109383,1
P160762,Lecythidaceae,Eschweilera,parviflora,57,46,199.6257837741151,2
P160762,Lecythidaceae,Eschweilera,parviflora,57,46,2.0664797887252164,3
P160762,Lecythidaceae,Eschweilera,parviflora,57,46,53.56023038661637,9
P160762,Lecythidaceae,Eschweilera,parviflora,57,46,69.42855564251548,10
P160762,Lecythidaceae,Eschweilera,parviflora,57,46,9.361111870281889,11
P560825,Lecythidaceae,Eschweilera,parviflora,4,70,18.951529410614565,1
P560825,Lecythidaceae,Eschweilera,parviflora,4,70,219.15534160258028,2
P560825,Lecythidaceae,Eschweilera,parviflora,4,70,1.6299508509554477,3
P560825,Lecythidaceae,Eschweilera,parviflora,4,70,73.06380617707474,9
P560825,Lecythidaceae,Eschweilera,parviflora,4,70,55.32148437111098,10
P560825,Lecythidaceae,Eschweilera,parviflora,4,70,9.08457159108728,11
P914067,Lecythidaceae,Eschweilera,parviflora,39,26,10.947777138205396,1
P914067,Lecythidaceae,Eschweilera,parviflora,39,26,209.68935876170417,2
P914067,Lecythidaceae,Eschweilera,parviflora,39,26,1.9532400831388923,3
P914067,Lecythidaceae,Eschweilera,parviflora,39,26,60.525623964616166,9
P914067,Lecythidaceae,Eschweilera,parviflora,39,26,80.81856955870545,10
P914067,Lecythidaceae,Eschweilera,parviflora,39,26,8.356697057521563,11
P745718,Lecythidaceae,Eschweilera,parviflora,69,2,16.20677405666519,1
P745718,Lecythidaceae,Eschweilera,parviflora,69,2,231.1235139602794,2
P745718,Lecythidaceae,Eschweilera,parviflora,69,2,2.1748155215817273,3
P745718,Lecythidaceae,Eschweilera,parviflora,69,2,61.59771890806918,9
P745718,Lecythidaceae,Eschweilera,parviflora,69,2,55.046733391684754,10
P745718,Lecythidaceae,Eschweilera,parviflora,69,2,11.0154258276019,11
P886967,Lecythidaceae,Eschweilera,parviflora,40,2.5,17.405017445195732,1
P886967,Lecythidaceae,Eschweilera,parviflora,40,2.5,196.64652293334152,2
P886967,Lecythidaceae,Eschweilera,parviflora,40,2.5,1.8107299975151645,3
P886967,Lecythidaceae,Eschweilera,parviflora,40,2.5,64.9768083314047,9
P886967,Lecythidaceae,Eschweilera,parviflora,40,2.5,63.077993999782095,10
P886967,Lecythidaceae,Eschweilera,parviflora,40,2.5,13.13532292247223,11
P359505,Lecythidaceae,Eschweilera,parviflora,78,58,14.319324946391223,1
P359505,Lecythidaceae,Eschweilera,parviflora,78,58,171.89822035205867,2
P359505,Lecythidaceae,Eschweilera,parviflora,78,58,1.4298664627831246,3
P359505,Lecythidaceae,Eschweilera,parviflora,78,58,49.032202772037586,9
P359505,Lecythidaceae,Eschweilera,parviflora,78,58,66.62843548940032,10
P359505,Lecythidaceae,Eschweilera,parviflora,78,58,11.507889249337877,11
P817549,Lecythidaceae,Eschweilera,parviflora,85,1,20.447685511399225,1
P817549,Lecythidaceae,Eschweilera,parviflora,85,1,237.40987206092666,2
P817549,Lecythidaceae,Eschweilera,parviflora,85,1,2.4720474242375676,3
P817549,Lecythidaceae,Eschweilera,parviflora,85,1,61.39491030009356,9
P817549,Lecythidaceae,Eschweilera,parviflora,85,1,63.73862273282013,10
P817549,Lecythidaceae,Eschweilera,parviflora,85,1,10.519187058781128,11
P501362,Lecythidaceae,Eschweilera,parviflora,25,23,21.47471498227803,1
P501362,Lecythidaceae,Eschweilera,parviflora,25,23,166.8955238761224,2
P501362,Lecythidaceae,Eschweilera,parviflora,25,23,1.3955277010926745,3
P501362,Lecythidaceae,Eschweilera,parviflora,25,23,43.3567391928605,9
P501362,Lecythidaceae,Eschweilera,parviflora,25,23,62.4176998269451,10
P501362,Lecythidaceae,Eschweilera,parviflora,25,23,13.335486810334864,11
P122032,Lecythidaceae,Eschweilera,parviflora,5,10,18.20366256568867,1
P122032,Lecythidaceae,Eschweilera,parviflora,5,10,209.3173471691129,2
P122032,Lecythidaceae,Eschweilera,parviflora,5,10,1.8750482887489492,3
P122032,Lecythidaceae,Eschweilera,parviflora,5,10,50.05788263448494,9
P122032,Lecythidaceae,Eschweilera,parviflora,5,10,65.07380798446782,10
P122032,Lecythidaceae,Eschweilera,parviflora,5,10,9.704314195737725,11
P169492,Lecythidaceae,Eschweilera,parviflora,13,42,15.051131773818945,1
P169492,Lecythidaceae,Eschweilera,parviflora,13,42,213.40657019220552,2
P169492,Lecythidaceae,Eschweilera,parviflora,13,42,1.882554880646073,3
P169492,Lecythidaceae,Eschweilera,parviflora,13,42,70.29338346202815,9
P169492,Lecythidaceae,Eschweilera,parviflora,13,42,54.44909431188268,10
P169492,Lecythidaceae,Eschweilera,parviflora,13,42,9.995907292869303,11
P368104,Lecythidaceae,Eschweilera,parviflora,49,64,12.423818140495463,1
P368104,Lecythidaceae,Eschweilera,parviflora,49,64,160.63511935728343,2
P368104,Lecythidaceae,Eschweilera,parviflora,49,64,1.2712321393052297,3
P368104,Lecythidaceae,Eschweilera,parviflora,49,64,62.534473342109415,9
P368104,Lecythidaceae,Eschweilera,parviflora,49,64,51.325795054035,10
P368104,Lecythidaceae,Eschweilera,parviflora,49,64,11.856516002489805,11
P659039,Lecythidaceae,Eschweilera,parviflora,74,37,12.279993176492527,1
P659039,Lecythidaceae,Eschweilera,parviflora,74,37,189.82042626737447,2
P659039,Lecythidaceae,Eschweilera,parviflora,74,37,1.5911096280360042,3
P659039,Lecythidaceae,Eschweilera,parviflora,74,37,64.04537549118665,9
P659039,Lecythidaceae,Eschweilera,parviflora,74,37,68.22557604811706,10
P659039,Lecythidaceae,Eschweilera,parviflora,74,37,11.198599044808628,11
P362852,Lecythidaceae,Eschweilera,parviflora,76,6,12.767480423090628,1
P362852,Lecythidaceae,Eschweilera,parviflora,76,6,180.16345547753073,2
P362852,Lecythidaceae,Eschweilera,parviflora,76,6,1.501904154177606,3
P362852,Lecythidaceae,Eschweilera,parviflora,76,6,57.39300964553382,9
P362852,Lecythidaceae,Eschweilera,parviflora,76,6,45.19635163093425,10
P362852,Lecythidaceae,Eschweilera,parviflora,76,6,10.53852224951133,11
P127324,Lecythidaceae,Eschweilera,parviflora,26,58,18.998314165055586,1
P127324,Lecythidaceae,Eschweilera,parviflora,26,58,235.01418854061163,2
P127324,Lecythidaceae,Eschweilera,parviflora,26,58,2.295955931492929,3
P127324,Lecythidaceae,Eschweilera,parviflora,26,58,60.26968733384707,9
P127324,Lecythidaceae,Eschweilera,parviflora,26,58,75.13562042522817,10
P127324,Lecythidaceae,Eschweilera,parviflora,26,58,10.91094654035085,11
P779704,Lecythidaceae,Eschweilera,parviflora,77,52,13.05423137614944,1
P779704,Lecythidaceae,Eschweilera,parviflora,77,52,170.10963030791385,2
P779704,Lecythidaceae,Eschweilera,parviflora,77,52,1.6407369765150324,3
P779704,Lecythidaceae,Eschweilera,parviflora,77,52,53.92111333067158,9
P779704,Lecythidaceae,Eschweilera,parviflora,77,52,56.04059441756574,10
P779704,Lecythidaceae,Eschweilera,parviflora,77,52,12.58822437581583,11
P333103,Lecythidaceae,Eschweilera,parviflora,54,94,12.802586127839428,1
P333103,Lecythidaceae,Eschweilera,parviflora,54,94,221.71745256412865,2
P333103,Lecythidaceae,Eschweilera,parviflora,54,94,2.1596846615180536,3
P333103,Lecythidaceae,Eschweilera,parviflora,54,94,46.73885506531364,9
P333103,Lecythidaceae,Eschweilera,parviflora,54,94,76.04382104073211,10
P333103,Lecythidaceae,Eschweilera,parviflora,54,94,8.852927881571603,11
P214159,Lecythidaceae,Eschweilera,parviflora,81,100,15.487565067181801,1
P214159,Lecythidaceae,Eschweilera,parviflora,81,100,242.74859234569269,2
P214159,Lecythidaceae,Eschweilera,parviflora,81,100,2.2219219750823567,3
P214159,Lecythidaceae,Eschweilera,parviflora,81,100,42.1708287531849,9
P214159,Lecythidaceae,Eschweilera,parviflora,81,100,70.0576998130135,10
P214159,Lecythidaceae,Eschweilera,parviflora,81,100,8.277704515852195,11
P158105,Lecythidaceae,Eschweilera,parviflora,75,24,13.097739162165736,1
P158105,Lecythidaceae,Eschweilera,parviflora,75,24,177.4630686571006,2
P158105,Lecythidaceae,Eschweilera,parviflora,75,24,1.5480967745110978,3
P158105,Lecythidaceae,Eschweilera,parviflora,75,24,61.42297830320316,9
P158105,Lecythidaceae,Eschweilera,parviflora,75,24,45.795379193063624,10
P158105,Lecythidaceae,Eschweilera,parviflora,75,24,9.824575651037096,11
P776371,Lecythidaceae,Eschweilera,parviflora,76,71,10.305484318938914,1
